author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,videoId,voteCount,creator,housetype,channelId,channelName,channelUrl,channelUsername,comments,commentsTurnedOff,date,descriptionLinks/0/text,descriptionLinks/0/url,descriptionLinks/1/text,descriptionLinks/1/url,descriptionLinks/2/text,descriptionLinks/2/url,descriptionLinks/3/text,descriptionLinks/3/url,descriptionLinks/4/text,descriptionLinks/4/url,duration,id,input,isMonetized,likes,location,numberOfSubscribers,subtitles,text,thumbnailUrl,url,viewCount
@RyanSerhant-8,False,Ugw6toIuMbPzBdn2S0h4AaABAg.A0kegVyjiTkAEbqUezke04,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,Ugw6toIuMbPzBdn2S0h4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzIYEBkMtsSGNdKH4F4AaABAg.A0fnUVRAkdBAEbqV8Dlrga,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzIYEBkMtsSGNdKH4F4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxZhZgjcwROoSu1OyV4AaABAg.A0_eUktEZQFAEbqVWUcdwN,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxZhZgjcwROoSu1OyV4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgyBwuXIa_tcfSr28xR4AaABAg.A0Y65IXSp9CAEbqW-TOjcL,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgyBwuXIa_tcfSr28xR4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxCfHMYRnxXY07hMkF4AaABAg.A0VyGwcN6I6AEbqWObFBDM,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxCfHMYRnxXY07hMkF4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzO-OuQc7BlpCTY_ih4AaABAg.A0VpAD581FrAEbqWlgt7lb,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzO-OuQc7BlpCTY_ih4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgwNrdA83IFn-eSlVJl4AaABAg.A07sxvlY7ZTAEbqXDuvzL_,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgwNrdA83IFn-eSlVJl4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxSVQeWrd4RoHuPEud4AaABAg.A-drJdyzbnHAEbqYTVb4UV,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxSVQeWrd4RoHuPEud4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,Ugzc9W97XEmPwRo3JXh4AaABAg.A-c2cx3cRP8AEbqZ10Jhze,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,Ugzc9W97XEmPwRo3JXh4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@primuslion7754,False,UgxXIfRRM3ejX-j1fGF4AaABAg,The windows are too dirty and you can't see anything,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NICOGIA300,False,UgzlcY4h7VtpplesXop4AaABAg,Simply superb.,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@French83500,False,Ugxkkx3rbEyeyz4FBPJ4AaABAg,Magnifique ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@BoardwalkCruiser,False,UgxoMTeF2K3gjuxCY0p4AaABAg,Pompous poor taste colors and pretentious and dull block shapes everywhere.,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@alecmogielnicki115,False,UgzGw1VheevppuTizSN4AaABAg,"""Contemporary reimagining"" is a great way to say price gouging and gentrification",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@nicholasc.5944,False,UgxaIDEIZBLP29KjGL94AaABAg,you look like a drag queen magician late show hostt,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@EeroMyrsky,False,Ugwn_-4aq-imn2Q22TZ4AaABAg,"If I'm paying $23.5 million, I'm not sharing exercise equipment.",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,3.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TsKitchenCookingChannel242,False,UgzXx6cLjs3QPBZ-OZt4AaABAg,RYAN YOU LOOK LIKE A BILLIONAIRE AT NIGHT ON THAT BALCONY!  😁  THANKS FOR SHARING....,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,0.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TsKitchenCookingChannel242,False,UgwaVBEDK9tynehnjxN4AaABAg,I MUST SAY EVERYTHING IS SUPER NICE......  ❤IT ALL!,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mellowtonin4166,False,Ugz4e0snd_0Pnuk2E214AaABAg,"So... another billionaire row condo developer
that is about to get sued??? Lol, I mean I guess I am jealous that I could not even afford to sue them, but yeah good condo..?",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@prple6031,False,UgyFUZlQIDA1vm7JHHt4AaABAg,why am i watching this like im gonna buy it 😭,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,0.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,1.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@vr-46,False,UgxOcgMukEiE7lH7Q7t4AaABAg,So many many apartments are empty but at the same time many people are homeless 😕 the world is crazy.,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@sjwilloughby-greene8214,False,UgzBDQKTcGcn0y4wwNJ4AaABAg,I forgot  to mention the car you arrived in is beautiful. 😊,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,1.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@sjwilloughby-greene8214,False,UgxL5wnna87WnRG3lsR4AaABAg,"I really love the interior decor. It's warm and welcoming. The views are amazing. The golf simulator and the music room  are way cool. Great amenities.  Thank you for sharing. 😊
I ❤ NY. ✌️",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mikeh2385,False,UgwQU-joF0Qwti8SsnZ4AaABAg,If you look up overselling in wikipedia there should be a link to this video 😒,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,0.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@benfranklin5255,False,UgzjZ9ie9kk_oq6OFtB4AaABAg,Who cut your pants off? Look like clam diggers.,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mogroot5790,False,UgxqVUyNcIqRURtZf_x4AaABAg,How much do you pay every year for this place?,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxXIfRRM3ejX-j1fGF4AaABAg.A-aDZEky9AIAEbqZirV3Ve,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxXIfRRM3ejX-j1fGF4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzlcY4h7VtpplesXop4AaABAg.A-Zr__xZ3vaAEbq_73gCWc,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzlcY4h7VtpplesXop4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,Ugxkkx3rbEyeyz4FBPJ4AaABAg.A-U9Bet3ZE5AEbq_dQxTSK,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,Ugxkkx3rbEyeyz4FBPJ4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxoMTeF2K3gjuxCY0p4AaABAg.A-TD297LmoSAEbqa5cUaHp,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxoMTeF2K3gjuxCY0p4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzGw1VheevppuTizSN4AaABAg.A-SucVhTTdsAEbqaj_1pCY,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzGw1VheevppuTizSN4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxaIDEIZBLP29KjGL94AaABAg.A-SsBFf4p4lAEbqbBnA4XP,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxaIDEIZBLP29KjGL94AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,Ugwn_-4aq-imn2Q22TZ4AaABAg.A-RFWi0r-i2AEbqbdUm421,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,Ugwn_-4aq-imn2Q22TZ4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgwaVBEDK9tynehnjxN4AaABAg.A-HjBGFoB4AAEbqdgBnk1J,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 🗻,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgwaVBEDK9tynehnjxN4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzkTMJRC_TXoST8zTV4AaABAg.A-DjO-xgjQVAEbqeG4nl-J,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzkTMJRC_TXoST8zTV4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,Ugz4e0snd_0Pnuk2E214AaABAg.A-66se2pBXzAEbqegkY937,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,Ugz4e0snd_0Pnuk2E214AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxOcgMukEiE7lH7Q7t4AaABAg.A-2ZB8PiCGcAEbqfjsUR4r,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxOcgMukEiE7lH7Q7t4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzBDQKTcGcn0y4wwNJ4AaABAg.A-1ibDxmTDdAEbqgGZo2Vx,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzBDQKTcGcn0y4wwNJ4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxL5wnna87WnRG3lsR4AaABAg.A-1iGWNNS42AEbqgmvGkx0,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxL5wnna87WnRG3lsR4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxSnq-EZDgeidqBPGR4AaABAg.9zsqI1V8V3PAEbqiCbqPRo,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxSnq-EZDgeidqBPGR4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgzjZ9ie9kk_oq6OFtB4AaABAg.9zsoDRUnKaaAEbqjZHduIB,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgzjZ9ie9kk_oq6OFtB4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RyanSerhant-8,False,UgxqVUyNcIqRURtZf_x4AaABAg.9zsVzihL3x_AEbqj6N4TXx,Glad you resonated with it🤍🤍sᴇɴᴅ🤍🤍ᴍᴇ🤍🤍ᴀ🤍🤍ᴅɪʀᴇᴄᴛ🤍🤍ᴛᴇxᴛ🤍±𝟷𝟸𝟶𝟽𝟽𝟷𝟿𝟺𝟼𝟼𝟼 ❤,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,2 days ago,0.0,UgxqVUyNcIqRURtZf_x4AaABAg,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",reply,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JohnnnyT,False,UgzwBuhowmIG5BNsm_N4AaABAg,"Good luck selling these apartments in the absolute s***hole that once was New York City.

Who the hell would spend that kind of money to live in chaos.

Idk maybe that’s just cause I’m from here and I see the destruction of my city in real time.",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,0.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@seansmart2038,False,Ugzu82B5Kf61CtuAQjV4AaABAg,Is that the same building that had foundation problems cracking I thought it was billionaires row?,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@seansmart2038,False,Ugw0DkqveR82r1_EMXF4AaABAg,"Nice building too bad it's in the biggest s*** hole deep state liberal city New York, you couldn't pay me to even visit there I do like your videos I like the ones more in New York and California and anywhere else besides New York You're doing a good job I just don't like New York controlled by the deep state cabal! You know what I'm talking about deep down!",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@benhartart9487,False,UgxWFZ6oMhZjjuVZ67V4AaABAg,That terrace is for Plants not entertaining 😂 you goof,299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,1.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,0.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@benhartart9487,False,Ugxz_QURe9Ichob1RUV4AaABAg,"Spend $23.5 Million, to live in a building, then when you go outside the police are soft on crime and you’ll be robbed at knife point for your expensive watch, your car, and your money. Sign me up",299,False,https://www.youtube.com/watch?v=5mBsgt6wgMU,1 year ago,6.0,,"Inside a $23,500,000 NYC Apartment with Central Park Views | 200 Amsterdam",comment,5mBsgt6wgMU,36.0,Ryan,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
